Fundamentals_Sector_2025_4,Fundamentals_Industry_2025_4,Ticker,Company Name,Fundamentals_Officer_Ms_Count_2025_4,Fundamentals_Officer_Mr_Count_2025_4,Fundamentals_Officer_None_Count_2025_4,Fundamentals_Officer_%female_2025_4,Fundamentals_CEO_age_2025_4,Fundamentals_unclear_gender_2025_4,Fundamentals_Country_2025_4,Fundamentals_Market Cap_2025_4
Healthcare,Biotechnology,KRON,"Kronos Bio, Inc.",1,2,0,0.3333333333333333,50.0,[],United States,54610112.0
Healthcare,Biotechnology,KROS,"Keros Therapeutics, Inc.",2,5,0,0.0,68.0,[],United States,573952256.0
Healthcare,Biotechnology,KRRO,"Korro Bio, Inc.",0,10,0,0.0,46.0,[],United States,130083208.0
Healthcare,Biotechnology,KRYS,"Krystal Biotech, Inc.",3,7,0,0.0,59.0,[],United States,4855509504.0
Healthcare,Biotechnology,KTTA,Pasithea Therapeutics Corp.,0,3,0,0.0,46.0,[],United States,3787364.0
Healthcare,Biotechnology,KURA,"Kura Oncology, Inc.",4,5,0,0.4444444444444444,55.0,[],United States,504052192.0
Healthcare,Biotechnology,KYMR,"Kymera Therapeutics, Inc.",4,6,0,0.4,45.0,[],United States,1779793152.0
Healthcare,Biotechnology,KYTX,"Kyverna Therapeutics, Inc.",3,6,0,0.3333333333333333,57.0,[],United States,83844672.0
Healthcare,Biotechnology,KZIA,Kazia Therapeutics Limited,1,2,0,0.3333333333333333,54.0,[],Australia,3270970.0
Healthcare,Biotechnology,KZR,"Kezar Life Sciences, Inc.",3,7,0,0.3,51.0,[],United States,30867004.0
Healthcare,Biotechnology,LCTX,"Lineage Cell Therapeutics, Inc.",5,4,0,0.5555555555555556,53.0,[],United States,95110272.0
Healthcare,Biotechnology,LEGN,Legend Biotech Corporation,5,5,0,0.6666666666666666,51.0,[],United States,5994302976.0
Healthcare,Biotechnology,LENZ,"LENZ Therapeutics, Inc.",1,8,0,0.1111111111111111,52.0,[],United States,674117376.0
Healthcare,Biotechnology,LEXX,Lexaria Bioscience Corp.,2,4,0,0.0,54.0,[],Canada,25109656.0
Healthcare,Biotechnology,LGND,Ligand Pharmaceuticals Incorporated,1,9,0,0.1,59.0,[],United States,2012766976.0
Healthcare,Biotechnology,LGVN,Longeveron Inc.,4,5,0,0.4444444444444444,62.0,[],United States,22137692.0
Healthcare,Biotechnology,LIPO,Lipella Pharmaceuticals Inc.,3,3,0,0.5,57.0,[],United States,6015191.0
Healthcare,Biotechnology,LIXT,"Lixte Biotechnology Holdings, Inc.",0,3,0,0.0,52.0,[],United States,3113521.0
Healthcare,Biotechnology,LPCN,Lipocine Inc.,1,4,0,0.0,67.0,[],United States,16693123.0
Healthcare,Biotechnology,LPTX,"Leap Therapeutics, Inc.",2,4,0,0.3333333333333333,55.0,[],United States,14761970.0
Healthcare,Biotechnology,LQDA,Liquidia Corporation,2,8,0,0.2,62.0,[],United States,1148970752.0
Healthcare,Biotechnology,LRMR,"Larimar Therapeutics, Inc.",2,5,0,0.0,65.0,[],United States,127095384.0
Healthcare,Biotechnology,LSB,"LakeShore Biopharma Co., Ltd",3,3,0,0.0,53.0,[],China,27316072.0
Healthcare,Biotechnology,LSTA,"Lisata Therapeutics, Inc.",1,6,0,0.1428571428571428,67.0,[],United States,18360942.0
Healthcare,Biotechnology,LTRN,Lantern Pharma Inc.,0,6,0,0.0,53.0,[],United States,34309364.0
Healthcare,Biotechnology,LVTX,LAVA Therapeutics N.V.,2,6,0,0.25,56.0,[],Netherlands,35427976.0
Healthcare,Biotechnology,LXEO,"Lexeo Therapeutics, Inc.",3,7,0,0.3,43.0,[],United States,101914784.0
Healthcare,Biotechnology,LXRX,"Lexicon Pharmaceuticals, Inc.",4,6,0,0.4,54.0,[],United States,199615888.0
Healthcare,Biotechnology,LYEL,"Lyell Immunopharma, Inc.",4,6,0,0.0,65.0,[],United States,136631984.0
Healthcare,Biotechnology,LYRA,"Lyra Therapeutics, Inc.",4,6,0,0.0,59.0,[],United States,5962194.0
Healthcare,Diagnostics & Research,A,"Agilent Technologies, Inc.",2,8,0,0.2,52.0,[],United States,28932253696.0
Healthcare,Diagnostics & Research,ACRS,"Aclaris Therapeutics, Inc.",0,10,0,0.0,54.0,[],United States,120563384.0
Healthcare,Diagnostics & Research,ADVB,Advanced Biomed Inc.,0,5,0,0.0,58.0,[],United States,39168400.0
Healthcare,Diagnostics & Research,APDN,"Applied DNA Sciences, Inc.",1,3,0,0.25,70.0,[],United States,827827.0
Healthcare,Diagnostics & Research,ATLN,Atlantic International Corp.,0,5,0,0.0,54.0,[],United States,237179664.0
Healthcare,Diagnostics & Research,BDSX,"Biodesix, Inc.",3,7,0,0.3,52.0,[],United States,77747880.0
Healthcare,Diagnostics & Research,BIAF,"bioAffinity Technologies, Inc.",2,5,0,0.2857142857142857,68.0,[],United States,9224222.0
Healthcare,Diagnostics & Research,BNR,Burning Rock Biotech Limited,1,3,0,0.0,45.0,[],China,29852818.0
Healthcare,Diagnostics & Research,CDNA,"CareDx, Inc",3,7,0,0.3,44.0,[],United States,947782912.0
Healthcare,Diagnostics & Research,CRL,"Charles River Laboratories International, Inc.",4,6,0,1.0,73.0,[],United States,5037797376.0
Healthcare,Diagnostics & Research,CSTL,"Castle Biosciences, Inc.",3,6,0,0.3333333333333333,62.0,[],United States,616703936.0
Healthcare,Diagnostics & Research,DGX,Quest Diagnostics Incorporated,2,8,0,0.2,61.0,[],United States,18043359232.0
Healthcare,Diagnostics & Research,DHR,Danaher Corporation,1,9,0,0.0,60.0,[],United States,132021985280.0
Healthcare,Diagnostics & Research,ENZ,"Enzo Biochem, Inc.",2,0,0,1.0,54.0,[],United States,16443999.0
Healthcare,Diagnostics & Research,EXAS,Exact Sciences Corporation,2,8,0,0.2,58.0,[],United States,7743197696.0
Healthcare,Diagnostics & Research,FLGT,"Fulgent Genetics, Inc.",3,7,0,0.0,68.0,[],United States,549718080.0
Healthcare,Diagnostics & Research,FONR,FONAR Corporation,1,3,0,0.25,60.0,[],United States,76636576.0
Healthcare,Diagnostics & Research,GH,"Guardant Health, Inc.",2,8,0,0.0,45.0,[],United States,5287355904.0
Healthcare,Diagnostics & Research,GRAL,"GRAIL, Inc.",2,8,0,0.0,64.0,[],United States,926543616.0
Healthcare,Diagnostics & Research,ICLR,ICON Public Limited Company,1,9,0,0.1,64.0,[],Ireland,10939904000.0
Healthcare,Diagnostics & Research,IDXX,"IDEXX Laboratories, Inc.",3,7,0,1.0,63.0,[],United States,33054593024.0
Healthcare,Diagnostics & Research,ILMN,"Illumina, Inc.",2,8,0,0.2,49.0,[],United States,11146463232.0
Healthcare,Diagnostics & Research,IQV,IQVIA Holdings Inc.,4,6,0,0.4,63.0,[],United States,24426680320.0
Healthcare,Diagnostics & Research,ISPC,iSpecimen Inc.,4,2,0,0.6666666666666666,30.0,[],United States,2871389.0
Healthcare,Diagnostics & Research,LH,Labcorp Holdings Inc.,4,6,0,0.4,63.0,[],United States,17726447616.0
Healthcare,Drug Manufacturers - General,ABBV,AbbVie Inc.,3,7,0,1.0,54.0,[],United States,305137549312.0
Healthcare,Drug Manufacturers - General,AMGN,Amgen Inc.,0,10,0,0.0,61.0,[],United States,148682014720.0
Healthcare,Drug Manufacturers - General,AMRN,Amarin Corporation plc,0,8,0,0.0,61.0,[],Ireland,190527392.0
Healthcare,Drug Manufacturers - General,AZN,AstraZeneca PLC,4,6,0,0.4,65.0,[],United Kingdom,208933257216.0
Healthcare,Drug Manufacturers - General,BIIB,Biogen Inc.,5,5,0,0.5,63.0,[],United States,17242976256.0
Healthcare,Drug Manufacturers - General,BMY,Bristol-Myers Squibb Company,4,6,0,0.4,53.0,[],United States,100211924992.0
Healthcare,Drug Manufacturers - General,GILD,"Gilead Sciences, Inc.",6,4,0,0.6,59.0,[],United States,130409963520.0
Healthcare,Drug Manufacturers - General,GRFS,"Grifols, S.A.",2,8,0,0.2,56.0,[],Spain,5611157504.0
Healthcare,Drug Manufacturers - General,JNJ,Johnson & Johnson,3,7,0,0.3,61.0,[],United States,379141718016.0
Healthcare,Drug Manufacturers - General,LLY,Eli Lilly and Company,1,9,0,0.1,56.0,[],United States,740670308352.0
Healthcare,Drug Manufacturers - Specialty & Generic,ACB,Aurora Cannabis Inc.,4,6,0,0.4,51.0,[],Canada,235452784.0
Healthcare,Drug Manufacturers - Specialty & Generic,AKAN,Akanda Corp.,1,1,0,0.0,40.0,[],United Kingdom,1583473.0
Healthcare,Drug Manufacturers - Specialty & Generic,AKBA,"Akebia Therapeutics, Inc.",5,5,0,0.5,60.0,[],United States,544666688.0
Healthcare,Drug Manufacturers - Specialty & Generic,ALKS,Alkermes plc,1,9,0,0.1,62.0,[],Ireland,4445626880.0
Healthcare,Drug Manufacturers - Specialty & Generic,ALVO,Alvotech,2,8,0,0.2,54.0,[],Luxembourg,2450513920.0
Healthcare,Drug Manufacturers - Specialty & Generic,AMPH,"Amphastar Pharmaceuticals, Inc.",0,7,0,0.0,77.0,[],United States,1098621440.0
Healthcare,Drug Manufacturers - Specialty & Generic,AMRX,"Amneal Pharmaceuticals, Inc.",1,9,0,0.1,52.0,[],United States,3372540160.0
Healthcare,Drug Manufacturers - Specialty & Generic,ANIK,"Anika Therapeutics, Inc.",4,6,0,0.4,60.0,[],United States,195832928.0
Healthcare,Drug Manufacturers - Specialty & Generic,ANIP,"ANI Pharmaceuticals, Inc.",4,6,0,0.4,46.0,[],United States,1489914240.0
Healthcare,Drug Manufacturers - Specialty & Generic,AQST,"Aquestive Therapeutics, Inc.",3,7,0,0.3,48.0,[],United States,251627728.0
Healthcare,Drug Manufacturers - Specialty & Generic,ASRT,"Assertio Holdings, Inc.",2,6,0,0.25,57.0,[],United States,60049732.0
Healthcare,Drug Manufacturers - Specialty & Generic,AVDL,Avadel Pharmaceuticals plc,2,7,0,0.2222222222222222,57.0,[],Ireland,779799232.0
Healthcare,Drug Manufacturers - Specialty & Generic,AYTU,"Aytu BioPharma, Inc.",1,4,0,0.2,49.0,[],United States,6108151.0
Healthcare,Drug Manufacturers - Specialty & Generic,BCRX,"BioCryst Pharmaceuticals, Inc.",4,6,0,0.0,63.0,[],United States,1535856000.0
Healthcare,Drug Manufacturers - Specialty & Generic,BFRI,Biofrontera Inc.,1,4,0,0.2,68.0,[],United States,7409731.0
Healthcare,Drug Manufacturers - Specialty & Generic,BHC,Bausch Health Companies Inc.,4,6,0,0.4,62.0,[],Canada,1747938432.0
Healthcare,Drug Manufacturers - Specialty & Generic,BIOA,"BioAge Labs, Inc.",3,7,0,0.5,40.0,[],United States,138380992.0
Healthcare,Drug Manufacturers - Specialty & Generic,CGC,Canopy Growth Corporation,3,7,0,0.3,56.0,[],Canada,199235920.0
Healthcare,Drug Manufacturers - Specialty & Generic,COLL,"Collegium Pharmaceutical, Inc.",2,7,0,0.2222222222222222,49.0,[],United States,886195072.0
Healthcare,Drug Manufacturers - Specialty & Generic,CPHI,"China Pharma Holdings, Inc.",2,0,0,1.0,71.0,[],China,4686712.0
Healthcare,Drug Manufacturers - Specialty & Generic,CPIX,Cumberland Pharmaceuticals Inc.,1,5,0,0.1666666666666666,66.0,[],United States,66489588.0
Healthcare,Drug Manufacturers - Specialty & Generic,CRON,Cronos Group Inc.,2,7,0,0.2222222222222222,36.0,[],Canada,663691328.0
Healthcare,Drug Manufacturers - Specialty & Generic,CTOR,"Citius Oncology, Inc.",0,4,0,0.0,79.0,[],United States,46580616.0
Healthcare,Drug Manufacturers - Specialty & Generic,DERM,Journey Medical Corporation,2,4,0,0.3333333333333333,57.0,[],United States,144402496.0
Healthcare,Drug Manufacturers - Specialty & Generic,DRRX,DURECT Corporation,2,5,0,0.0,67.0,[],United States,21741816.0
Healthcare,Drug Manufacturers - Specialty & Generic,DVAX,Dynavax Technologies Corporation,0,8,0,0.0,46.0,[],United States,1284755200.0
Healthcare,Drug Manufacturers - Specialty & Generic,EBS,Emergent BioSolutions Inc.,4,5,0,0.4444444444444444,68.0,[],United States,247776720.0
Healthcare,Drug Manufacturers - Specialty & Generic,ELAN,Elanco Animal Health Incorporated,2,8,0,0.2,57.0,[],United States,4202516992.0
Healthcare,Drug Manufacturers - Specialty & Generic,EOLS,"Evolus, Inc.",3,5,0,0.375,46.0,[],United States,663846144.0
Healthcare,Drug Manufacturers - Specialty & Generic,ESPR,"Esperion Therapeutics, Inc.",0,1,0,0.0,58.0,[],United States,172999168.0
Healthcare,Drug Manufacturers - Specialty & Generic,ETON,"Eton Pharmaceuticals, Inc.",2,5,0,0.2857142857142857,52.0,[],United States,387781056.0
Healthcare,Drug Manufacturers - Specialty & Generic,EVOK,"Evoke Pharma, Inc.",1,3,0,0.25,54.0,[],United States,3209649.0
Healthcare,Drug Manufacturers - Specialty & Generic,FLGC,Flora Growth Corp.,0,6,0,0.0,39.0,[],United States,9766389.0
Healthcare,Drug Manufacturers - Specialty & Generic,GELS,Gelteq Limited,0,6,0,0.0,40.0,[],Australia,8116749.0
Healthcare,Drug Manufacturers - Specialty & Generic,HCM,HUTCHMED (China) Limited,4,6,0,0.3333333333333333,65.0,[],Hong Kong,2348368896.0
Healthcare,Drug Manufacturers - Specialty & Generic,HLN,Haleon plc,5,5,0,0.5,58.0,[],United Kingdom,46243999744.0
Healthcare,Drug Manufacturers - Specialty & Generic,HROW,"Harrow, Inc.",2,7,0,0.2222222222222222,64.0,[],United States,836447488.0
Healthcare,Drug Manufacturers - Specialty & Generic,INCR,InterCure Ltd.,1,3,0,0.25,53.0,[],Israel,62726392.0
Healthcare,Drug Manufacturers - Specialty & Generic,INDV,Indivior PLC,2,8,0,0.2,54.0,[],United States,1120816128.0
Healthcare,Drug Manufacturers - Specialty & Generic,INM,InMed Pharmaceuticals Inc.,2,8,0,0.0,61.0,[],Canada,3346813.0
Healthcare,Drug Manufacturers - Specialty & Generic,IRWD,"Ironwood Pharmaceuticals, Inc.",1,8,0,0.1111111111111111,67.0,[],United States,115919968.0
Healthcare,Drug Manufacturers - Specialty & Generic,IXHL,Incannex Healthcare Inc.,1,6,0,0.1428571428571428,35.0,[],Australia,16528081.0
Healthcare,Drug Manufacturers - Specialty & Generic,KNSA,"Kiniksa Pharmaceuticals International, plc",3,7,0,0.3,55.0,[],United Kingdom,1463054080.0
Healthcare,Drug Manufacturers - Specialty & Generic,LFCR,"Lifecore Biomedical, Inc.",1,8,0,0.1111111111111111,58.0,[],United States,233999904.0
Healthcare,Drug Manufacturers - Specialty & Generic,LNTH,"Lantheus Holdings, Inc.",4,6,0,0.4,65.0,[],United States,6843228672.0
Healthcare,Health Information Services,ACON,"Aclarion, Inc.",0,4,0,0.0,56.0,[],United States,5005200.0
Healthcare,Health Information Services,AMWL,American Well Corporation,4,5,0,0.4444444444444444,59.0,[],United States,109191952.0
Healthcare,Health Information Services,BFRG,"Bullfrog AI Holdings, Inc.",0,6,0,0.0,54.0,[],United States,15158987.0
Healthcare,Health Information Services,BTSG,"BrightSpring Health Services, Inc.",2,5,0,0.2857142857142857,50.0,[],United States,2812707072.0
Healthcare,Health Information Services,CCLD,"CareCloud, Inc.",3,7,0,0.3,47.0,[],United States,57933352.0
Healthcare,Health Information Services,CERT,"Certara, Inc.",2,8,0,0.2,53.0,[],United States,2296188672.0
Healthcare,Health Information Services,CTEV,Claritev Corporation,4,6,0,0.4,53.0,[],United States,324149856.0
Healthcare,Health Information Services,DH,Definitive Healthcare Corp.,5,5,0,0.5,59.0,[],United States,282842080.0
Healthcare,Health Information Services,DOCS,"Doximity, Inc.",4,6,0,0.4,51.0,[],United States,9734606848.0
Healthcare,Health Information Services,DRIO,DarioHealth Corp.,5,5,0,0.5,51.0,[],United States,30576684.0
Healthcare,Health Information Services,EUDA,EUDA Health Holdings Limited,1,2,0,0.3333333333333333,72.0,[],Singapore,150098112.0
Healthcare,Health Information Services,EVH,"Evolent Health, Inc.",3,7,0,0.3,45.0,[],United States,1012009920.0
Healthcare,Health Information Services,FORA,Forian Inc.,0,7,0,0.0,36.0,[],United States,60515584.0
Healthcare,Health Information Services,FOXO,FOXO Technologies Inc.,0,2,0,0.0,55.0,[],United States,1982472.0
Healthcare,Health Information Services,GDRX,"GoodRx Holdings, Inc.",3,7,0,0.3,51.0,[],United States,1674457472.0
Healthcare,Health Information Services,GEHC,GE HealthCare Technologies Inc.,2,8,0,0.2,52.0,[],United States,27694923776.0
Healthcare,Health Information Services,HCAT,"Health Catalyst, Inc.",3,7,0,0.3,48.0,[],United States,259659856.0
Healthcare,Health Information Services,HQY,"HealthEquity, Inc.",1,9,0,0.1,54.0,[],United States,7026102784.0
Healthcare,Health Information Services,HSTM,"HealthStream, Inc.",3,7,0,0.3,57.0,[],United States,978488512.0
Healthcare,Health Information Services,ICCT,iCoreConnect Inc.,1,4,0,0.2,57.0,[],United States,4114944.0
Healthcare,Health Information Services,LFMD,"LifeMD, Inc.",2,8,0,0.2,41.0,[],United States,231389408.0
Healthcare,Health Information Services,LGMK,"LogicMark, Inc.",1,3,0,0.25,51.0,[],United States,551352.0
Healthcare,Healthcare Plans,ALHC,"Alignment Healthcare, Inc.",2,8,0,0.0,62.0,[],United States,3406936320.0
Healthcare,Healthcare Plans,CI,The Cigna Group,5,5,0,0.5,59.0,[],United States,89484615680.0
Healthcare,Healthcare Plans,CLOV,"Clover Health Investments, Corp.",4,6,0,0.4,45.0,[],United States,1721756544.0
Healthcare,Healthcare Plans,CNC,Centene Corporation,6,4,0,0.6,43.0,[],United States,29302263808.0
Healthcare,Healthcare Plans,CVS,CVS Health Corporation,1,9,0,0.1,59.0,[],United States,82521784320.0
Healthcare,Healthcare Plans,ELV,"Elevance Health, Inc.",3,7,0,0.3,63.0,[],United States,92978274304.0
Healthcare,Healthcare Plans,HUM,Humana Inc.,2,8,0,0.2,53.0,[],United States,30047729664.0
Healthcare,Medical Care Facilities,ACHC,"Acadia Healthcare Company, Inc.",0,6,0,0.0,56.0,[],United States,2088951808.0
Healthcare,Medical Care Facilities,ADUS,Addus HomeCare Corporation,2,8,0,0.2,68.0,[],United States,1830556288.0
Healthcare,Medical Care Facilities,AGL,"agilon health, inc.",1,9,0,0.1,58.0,[],United States,1676011776.0
Healthcare,Medical Care Facilities,AIRS,"AirSculpt Technologies, Inc.",1,4,0,0.2,42.0,[],United States,92547712.0
Healthcare,Medical Care Facilities,AMED,"Amedisys, Inc.",5,5,0,0.5,49.0,[],United States,3016579072.0
Healthcare,Medical Care Facilities,AMN,"AMN Healthcare Services, Inc.",4,6,0,0.4,55.0,[],United States,686657600.0
Healthcare,Medical Care Facilities,ARDT,"Ardent Health Partners, Inc.",1,9,0,0.1,50.0,[],United States,1734412416.0
Healthcare,Medical Care Facilities,ASTH,"Astrana Health, Inc.",1,9,0,0.0,30.0,[],United States,1396739968.0
Healthcare,Medical Care Facilities,AUNA,Auna S.A.,2,5,0,0.2857142857142857,60.0,[],Luxembourg,501008800.0
Healthcare,Medical Care Facilities,AVAH,Aveanna Healthcare Holdings Inc.,3,7,0,0.3,51.0,[],United States,858413632.0
Healthcare,Medical Care Facilities,BKD,Brookdale Senior Living Inc.,5,5,0,0.5,62.0,[],United States,1222153856.0
Healthcare,Medical Care Facilities,BMGL,Basel Medical Group Ltd,1,3,0,0.0,46.0,[],Singapore,82657520.0
Healthcare,Medical Care Facilities,BTMD,biote Corp.,1,9,0,0.1,52.0,[],United States,173977168.0
Healthcare,Medical Care Facilities,CCEL,"Cryo-Cell International, Inc.",2,3,0,0.4,60.0,[],United States,45888888.0
Healthcare,Medical Care Facilities,CCM,Concord Medical Services Holdings Limited,1,3,0,0.0,53.0,[],China,17931304.0
Healthcare,Medical Care Facilities,CCRN,"Cross Country Healthcare, Inc.",2,8,0,0.2,56.0,[],United States,463735904.0
Healthcare,Medical Care Facilities,CHE,Chemed Corporation,2,7,0,0.2222222222222222,70.0,[],United States,8350401024.0
Healthcare,Medical Care Facilities,CMPS,COMPASS Pathways plc,4,6,0,0.4,60.0,[],United Kingdom,296553952.0
Healthcare,Medical Care Facilities,CON,"Concentra Group Holdings Parent, Inc.",2,8,0,0.2,61.0,[],United States,2533960448.0
Healthcare,Medical Care Facilities,CYH,"Community Health Systems, Inc.",3,7,0,0.3,56.0,[],United States,320592384.0
Healthcare,Medical Care Facilities,DVA,DaVita Inc.,3,7,0,0.3,53.0,[],United States,10823199744.0
Healthcare,Medical Care Facilities,EHAB,"Enhabit, Inc.",4,3,0,0.5714285714285714,57.0,[],United States,375066400.0
Healthcare,Medical Care Facilities,EHC,Encompass Health Corporation,2,8,0,0.2,62.0,[],United States,10155495424.0
Healthcare,Medical Care Facilities,ENSG,"The Ensign Group, Inc.",1,5,0,0.1666666666666666,50.0,[],United States,7038739968.0
Healthcare,Medical Care Facilities,FMS,Fresenius Medical Care AG,3,7,0,1.0,52.0,[],Germany,13793899520.0
Healthcare,Medical Care Facilities,GRDN,"Guardian Pharmacy Services, Inc.",2,8,0,0.2,74.0,[],United States,1478072576.0
Healthcare,Medical Care Facilities,HCA,"HCA Healthcare, Inc.",1,9,0,0.1,64.0,[],United States,79025012736.0
Healthcare,Medical Care Facilities,HCSG,"Healthcare Services Group, Inc.",0,6,0,0.0,50.0,[],United States,678118784.0
Healthcare,Medical Care Facilities,KDLY,"Kindly MD, Inc.",0,3,0,0.0,45.0,[],United States,10400815.0
Healthcare,Medical Care Facilities,LFST,"LifeStance Health Group, Inc.",3,7,0,0.0,54.0,[],United States,2409205760.0
Healthcare,Medical Devices,ABT,Abbott Laboratories,5,5,0,0.5,50.0,[],United States,227856351232.0
Healthcare,Medical Devices,ADGM,"Adagio Medical Holdings, Inc.",1,5,0,0.1666666666666666,56.0,[],United States,20632292.0
Healthcare,Medical Devices,AEMD,"Aethlon Medical, Inc.",1,3,0,0.25,67.0,[],United States,7291956.0
Healthcare,Medical Devices,AHCO,AdaptHealth Corp.,4,6,0,0.4,54.0,[],United States,1011502592.0
Healthcare,Medical Devices,AIMD,"Ainos, Inc.",0,3,0,0.0,54.0,[],United States,8333982.0
Healthcare,Medical Devices,ALUR,Allurion Technologies Inc.,1,7,0,0.0,37.0,[],United States,13489551.0
Healthcare,Medical Devices,AMIX,"Autonomix Medical, Inc.",1,4,0,0.2,47.0,[],United States,4495677.0
Healthcare,Medical Devices,AORT,"Artivion, Inc.",2,7,0,0.2222222222222222,57.0,[],United States,966272320.0
Healthcare,Medical Devices,APYX,Apyx Medical Corporation,0,5,0,0.0,57.0,[],United States,35526264.0
Healthcare,Medical Devices,ARAY,Accuray Incorporated,3,7,0,0.3,61.0,[],United States,149619104.0
Healthcare,Medical Devices,ATEC,"Alphatec Holdings, Inc.",0,10,0,0.0,58.0,[],United States,1487617536.0
Healthcare,Medical Devices,AXDX,"Accelerate Diagnostics, Inc.",2,5,0,0.2857142857142857,58.0,[],United States,13536174.0
Healthcare,Medical Devices,AXGN,"Axogen, Inc.",2,8,0,0.2,64.0,[],United States,677129856.0
Healthcare,Medical Devices,BBLG,Bone Biologics Corporation,1,1,0,0.5,58.0,[],United States,2224307.0
Healthcare,Medical Devices,BBNX,"Beta Bionics, Inc.",1,8,0,0.1111111111111111,48.0,[],United States,456896352.0
Healthcare,Medical Devices,BDMD,Baird Medical Investment Holdings Limited,3,2,0,0.6,43.0,[],China,202173824.0
Healthcare,Medical Devices,BFLY,"Butterfly Network, Inc.",1,9,0,0.1,57.0,[],United States,544147520.0
Healthcare,Medical Devices,BIO,"Bio-Rad Laboratories, Inc.",3,7,0,0.3,74.0,[],United States,6673161728.0
Healthcare,Medical Devices,BJDX,"Bluejay Diagnostics, Inc.",0,6,0,0.0,60.0,[],United States,2330274.0
Healthcare,Medical Devices,BMRA,"Biomerica, Inc.",1,3,0,0.25,58.0,[],United States,9649920.0
Healthcare,Medical Devices,BRKR,Bruker Corporation,0,7,0,0.0,57.0,[],United States,5386571264.0
Healthcare,Medical Devices,BSGM,"BioSig Technologies, Inc.",1,3,0,0.25,56.0,[],United States,13341663.0
Healthcare,Medical Devices,BSX,Boston Scientific Corporation,2,8,0,0.2,59.0,[],United States,140097503232.0
Healthcare,Medical Devices,BVS,Bioventus Inc.,2,6,0,0.25,51.0,[],United States,499484608.0
Healthcare,Medical Devices,CATX,"Perspective Therapeutics, Inc.",1,9,0,0.1,52.0,[],United States,139215504.0
Healthcare,Medical Devices,CBLL,"CeriBell, Inc.",3,7,0,1.0,43.0,[],United States,512378656.0
Healthcare,Medical Devices,CERS,Cerus Corporation,6,4,0,1.0,57.0,[],United States,235953296.0
Healthcare,Medical Devices,CLPT,"ClearPoint Neuro, Inc.",1,4,0,0.2,47.0,[],United States,332115040.0
Healthcare,Medical Devices,CNMD,CONMED Corporation,2,8,0,0.2,58.0,[],United States,1439009024.0
Healthcare,Medical Devices,COCH,"Envoy Medical, Inc.",1,2,0,0.3333333333333333,41.0,[],United States,29857240.0
Healthcare,Medical Devices,CODX,"Co-Diagnostics, Inc.",1,6,0,1.0,71.0,[],United States,11035314.0
Healthcare,Medical Devices,CTKB,"Cytek Biosciences, Inc.",1,6,0,0.0,60.0,[],United States,470116000.0
Healthcare,Medical Devices,CTSO,Cytosorbents Corporation,2,7,0,0.2222222222222222,54.0,[],United States,63818752.0
Healthcare,Medical Devices,CVRX,"CVRx, Inc.",3,6,0,0.3333333333333333,58.0,[],United States,157517808.0
Healthcare,Medical Devices,DCTH,"Delcath Systems, Inc.",2,5,0,0.2857142857142857,61.0,[],United States,378791360.0
Healthcare,Medical Devices,DHAI,"DIH Holding US, Inc.",1,2,0,0.3333333333333333,53.0,[],United States,6859029.0
Healthcare,Medical Devices,DXCM,"DexCom, Inc.",2,8,0,0.2,66.0,[],United States,26102562816.0
Healthcare,Medical Devices,ECOR,"electroCore, Inc.",1,9,0,0.1,65.0,[],United States,47114740.0
Healthcare,Medical Devices,ELMD,"Electromed, Inc.",0,2,0,0.0,58.0,[],United States,193313552.0
Healthcare,Medical Devices,ELUT,Elutia Inc.,3,3,0,0.0,52.0,[],United States,94808656.0
Healthcare,Medical Devices,ENOV,Enovis Corporation,2,8,0,0.2,57.0,[],United States,1782626176.0
Healthcare,Medical Devices,EW,Edwards Lifesciences Corporation,0,10,0,0.0,56.0,[],United States,41166860288.0
Healthcare,Medical Devices,FNA,"Paragon 28, Inc.",0,10,0,0.0,50.0,[],United States,1098735360.0
Healthcare,Medical Devices,GKOS,Glaukos Corporation,2,8,0,0.2,63.0,[],United States,5001019392.0
Healthcare,Medical Devices,GMED,"Globus Medical, Inc.",1,4,0,0.2,59.0,[],United States,9542663168.0
Healthcare,Medical Devices,HAE,Haemonetics Corporation,5,5,0,0.5,60.0,[],United States,2820584448.0
Healthcare,Medical Devices,HSCS,HeartSciences Inc.,1,2,0,0.3333333333333333,54.0,[],United States,3309869.0
Healthcare,Medical Devices,HSDT,"Helius Medical Technologies, Inc.",1,3,0,0.25,58.0,[],United States,1634175.0
Healthcare,Medical Devices,HYPR,"Hyperfine, Inc.",1,9,0,0.1,58.0,[],United States,53818436.0
Healthcare,Medical Devices,IART,Integra LifeSciences Holdings Corporation,2,8,0,0.2,61.0,[],United States,1142526080.0
Healthcare,Medical Devices,ICAD,"iCAD, Inc.",3,7,0,0.3,59.0,[],United States,83875872.0
Healthcare,Medical Devices,ICCM,IceCure Medical Ltd,3,3,0,0.5,63.0,[],Israel,65650256.0
Healthcare,Medical Devices,IINN,Inspira Technologies Oxy B.H.N. Ltd.,3,4,0,0.4285714285714285,48.0,[],Israel,14861756.0
Healthcare,Medical Devices,INBS,Intelligent Bio Solutions Inc.,1,4,0,0.2,56.0,[],United States,8208640.0
Healthcare,Medical Devices,INGN,"Inogen, Inc.",1,8,0,0.0,53.0,[],United States,179068752.0
